user_id,needs
5387,"Medical, Accident"
5388,"Fire, Theft"
5389,"Theft, Accident"
5390,"Theft, Accident"
5391,"Medical, Accident"
5392,"Medical, Accident"
5393,"Fire, Theft"
5394,"Fire, Natural Disaster"
5395,"Fire, Theft"
5396,"Fire, Theft"
5397,"Medical, Accident"
5398,"Medical, Accident"
5399,"Fire, Theft"
5400,"Medical, Accident"
5401,"Medical, Fire"
5402,"Fire, Natural Disaster"
5403,"Theft, Accident"
5404,"Theft, Accident"
5405,"Fire, Theft"
5406,"Theft, Accident"
5407,"Medical, Accident"
5408,"Medical, Accident"
5409,"Theft, Accident"
5410,"Fire, Theft"
5411,"Fire, Theft"
5412,"Theft, Accident"
5413,"Medical, Accident"
5414,"Fire, Theft"
5415,"Fire, Natural Disaster"
5416,"Fire, Natural Disaster"
5417,"Fire, Natural Disaster"
5418,"Fire, Theft"
5419,"Fire, Theft"
5420,"Theft, Accident"
5421,"Fire, Theft"
5422,"Theft, Accident"
5423,"Theft, Accident"
5424,"Medical, Fire"
5425,"Medical, Fire"
5426,"Medical, Accident"
5427,"Fire, Theft"
5428,"Fire, Theft"
5429,"Fire, Natural Disaster"
5430,"Fire, Natural Disaster"
5431,"Medical, Accident"
5432,"Medical, Accident"
5433,"Medical, Fire"
5434,"Medical, Accident"
5435,"Medical, Accident"
5436,"Medical, Accident"
5437,"Medical, Accident"
5438,"Theft, Accident"
5439,"Fire, Theft"
5440,"Fire, Theft"
5441,"Theft, Accident"
5442,"Medical, Accident"
5443,"Medical, Fire"
5444,"Medical, Accident"
5445,"Medical, Accident"
5446,"Medical, Accident"
5447,"Fire, Theft"
5448,"Theft, Accident"
5449,"Fire, Natural Disaster"
5450,"Medical, Accident"
5451,"Fire, Theft"
5452,"Fire, Theft"
5453,"Medical, Fire"
5454,"Fire, Theft"
5455,"Fire, Theft"
5456,"Fire, Theft"
5457,"Medical, Accident"
5458,"Theft, Accident"
5459,"Medical, Fire"
5460,"Theft, Accident"
5461,"Medical, Accident"
5462,"Medical, Accident"
5463,"Medical, Fire"
5464,"Fire, Theft"
5465,"Medical, Accident"
5466,"Medical, Accident"
5467,"Medical, Accident"
5468,"Theft, Accident"
5469,"Medical, Accident"
5470,"Medical, Fire"
5471,"Fire, Natural Disaster"
5472,"Fire, Theft"
5473,"Medical, Accident"
5474,"Medical, Accident"
5475,"Medical, Accident"
5476,"Medical, Fire"
5477,"Theft, Accident"
5478,"Theft, Accident"
5479,"Fire, Natural Disaster"
5480,"Theft, Accident"
5481,"Theft, Accident"
5482,"Medical, Accident"
5483,"Medical, Accident"
5484,"Theft, Accident"
5485,"Medical, Accident"
5486,"Medical, Fire"
5487,"Fire, Natural Disaster"
5488,"Theft, Accident"
5489,"Theft, Accident"
5490,"Medical, Fire"
5491,"Fire, Natural Disaster"
5492,"Fire, Natural Disaster"
5493,"Fire, Theft"
5494,"Medical, Accident"
5495,"Theft, Accident"
5496,"Medical, Fire"
5497,"Medical, Fire"
5498,"Fire, Natural Disaster"
5499,"Fire, Natural Disaster"
5500,"Medical, Accident"
5501,"Theft, Accident"
5502,"Medical, Accident"
5503,"Fire, Theft"
5504,"Medical, Fire"
5505,"Theft, Accident"
5506,"Medical, Accident"
5507,"Fire, Natural Disaster"
5508,"Fire, Natural Disaster"
5509,"Fire, Natural Disaster"
5510,"Medical, Accident"
5511,"Theft, Accident"
5512,"Medical, Fire"
5513,"Medical, Fire"
5514,"Theft, Accident"
5515,"Medical, Accident"
5516,"Medical, Fire"
5517,"Fire, Natural Disaster"
5518,"Medical, Accident"
5519,"Theft, Accident"
5520,"Fire, Natural Disaster"
5521,"Fire, Theft"
5522,"Theft, Accident"
5523,"Medical, Accident"
5524,"Fire, Natural Disaster"
5525,"Fire, Natural Disaster"
5526,"Theft, Accident"
5527,"Theft, Accident"
5528,"Medical, Fire"
5529,"Fire, Theft"
5530,"Theft, Accident"
5531,"Fire, Natural Disaster"
5532,"Fire, Natural Disaster"
5533,"Medical, Accident"
5534,"Theft, Accident"
5535,"Medical, Accident"
5536,"Medical, Fire"
5537,"Fire, Theft"
5538,"Medical, Fire"
5539,"Fire, Natural Disaster"
5540,"Fire, Natural Disaster"
5541,"Theft, Accident"
5542,"Fire, Theft"
5543,"Theft, Accident"
5544,"Fire, Natural Disaster"
5545,"Theft, Accident"
5546,"Medical, Accident"
5547,"Medical, Accident"
5548,"Fire, Natural Disaster"
5549,"Medical, Fire"
5550,"Theft, Accident"
5551,"Medical, Accident"
5552,"Theft, Accident"
5553,"Fire, Natural Disaster"
5554,"Theft, Accident"
5555,"Fire, Natural Disaster"
5556,"Fire, Natural Disaster"
5557,"Theft, Accident"
5558,"Medical, Accident"
5559,"Theft, Accident"
5560,"Medical, Accident"
5561,"Medical, Fire"
5562,"Medical, Fire"
5563,"Fire, Natural Disaster"
5564,"Medical, Accident"
5565,"Medical, Fire"
5566,"Medical, Fire"
5567,"Theft, Accident"
5568,"Medical, Accident"
5569,"Medical, Accident"
5570,"Theft, Accident"
5571,"Medical, Accident"
5572,"Fire, Natural Disaster"
5573,"Fire, Natural Disaster"
5574,"Medical, Fire"
5575,"Medical, Accident"
5576,"Theft, Accident"
5577,"Fire, Theft"
5578,"Theft, Accident"
5579,"Fire, Natural Disaster"
5580,"Fire, Theft"
5581,"Medical, Accident"
5582,"Fire, Natural Disaster"
5583,"Fire, Natural Disaster"
5584,"Medical, Accident"
5585,"Medical, Fire"
5586,"Medical, Accident"
5587,"Theft, Accident"
5588,"Theft, Accident"
5589,"Medical, Accident"
5590,"Theft, Accident"
5591,"Fire, Natural Disaster"
5592,"Medical, Fire"
5593,"Theft, Accident"
5594,"Medical, Fire"
5595,"Fire, Natural Disaster"
5596,"Medical, Accident"
5597,"Medical, Fire"
5598,"Fire, Theft"
5599,"Fire, Natural Disaster"
5600,"Fire, Theft"
5601,"Fire, Natural Disaster"
5602,"Medical, Fire"
5603,"Medical, Accident"
5604,"Theft, Accident"
5605,"Medical, Fire"
5606,"Fire, Natural Disaster"
5607,"Medical, Fire"
5608,"Medical, Accident"
5609,"Medical, Fire"
5610,"Medical, Fire"
5611,"Medical, Fire"
5612,"Fire, Theft"
5613,"Fire, Natural Disaster"
5614,"Fire, Theft"
5615,"Theft, Accident"
5616,"Medical, Accident"
5617,"Medical, Fire"
5618,"Fire, Theft"
5619,"Fire, Theft"
5620,"Fire, Natural Disaster"
5621,"Medical, Fire"
5622,"Medical, Accident"
5623,"Fire, Natural Disaster"
5624,"Fire, Theft"
5625,"Fire, Theft"
5626,"Medical, Accident"
5627,"Fire, Theft"
5628,"Fire, Natural Disaster"
5629,"Medical, Accident"
5630,"Fire, Natural Disaster"
5631,"Medical, Accident"
5632,"Fire, Natural Disaster"
5633,"Fire, Theft"
5634,"Fire, Natural Disaster"
5635,"Medical, Accident"
5636,"Fire, Theft"
5637,"Fire, Theft"
5638,"Theft, Accident"
5639,"Medical, Fire"
5640,"Medical, Fire"
5641,"Fire, Natural Disaster"
5642,"Fire, Natural Disaster"
5643,"Medical, Fire"
5644,"Fire, Theft"
5645,"Medical, Fire"
5646,"Medical, Accident"
5647,"Fire, Natural Disaster"
5648,"Theft, Accident"
5649,"Medical, Fire"
5650,"Medical, Accident"
5651,"Fire, Theft"
5652,"Medical, Accident"
5653,"Fire, Theft"
5654,"Theft, Accident"
5655,"Fire, Natural Disaster"
5656,"Medical, Accident"
5657,"Medical, Fire"
5658,"Theft, Accident"
5659,"Fire, Natural Disaster"
5660,"Fire, Natural Disaster"
5661,"Medical, Accident"
5662,"Theft, Accident"
5663,"Theft, Accident"
5664,"Medical, Accident"
5665,"Medical, Fire"
5666,"Medical, Accident"
5667,"Fire, Natural Disaster"
5668,"Theft, Accident"
5669,"Theft, Accident"
5670,"Fire, Natural Disaster"
5671,"Medical, Accident"
5672,"Medical, Accident"
5673,"Medical, Fire"
5674,"Fire, Theft"
5675,"Fire, Natural Disaster"
5676,"Medical, Accident"
5677,"Medical, Fire"
5678,"Medical, Fire"
5679,"Theft, Accident"
5680,"Fire, Theft"
5681,"Medical, Accident"
5682,"Fire, Natural Disaster"
5683,"Medical, Fire"
5684,"Theft, Accident"
5685,"Medical, Fire"
5686,"Fire, Theft"
5687,"Fire, Theft"
5688,"Medical, Accident"
5689,"Fire, Natural Disaster"
5690,"Fire, Natural Disaster"
5691,"Theft, Accident"
5692,"Medical, Fire"
5693,"Fire, Natural Disaster"
5694,"Fire, Theft"
5695,"Medical, Fire"
5696,"Fire, Natural Disaster"
5697,"Fire, Natural Disaster"
5698,"Fire, Theft"
5699,"Fire, Natural Disaster"
5700,"Medical, Fire"
5701,"Medical, Accident"
5702,"Medical, Accident"
5703,"Theft, Accident"
5704,"Medical, Accident"
5705,"Medical, Fire"
5706,"Fire, Theft"
5707,"Fire, Theft"
5708,"Fire, Theft"
5709,"Fire, Natural Disaster"
5710,"Fire, Theft"
5711,"Medical, Accident"
5712,"Theft, Accident"
5713,"Medical, Fire"
5714,"Fire, Theft"
5715,"Fire, Theft"
5716,"Fire, Natural Disaster"
5717,"Medical, Accident"
5718,"Medical, Fire"
5719,"Medical, Fire"
5720,"Theft, Accident"
5721,"Medical, Fire"
5722,"Fire, Theft"
5723,"Fire, Theft"
5724,"Medical, Accident"
5725,"Medical, Accident"
5726,"Medical, Accident"
5727,"Theft, Accident"
5728,"Theft, Accident"
5729,"Medical, Accident"
5730,"Fire, Natural Disaster"
5731,"Fire, Natural Disaster"
5732,"Fire, Natural Disaster"
5733,"Medical, Accident"
5734,"Theft, Accident"
5735,"Medical, Fire"
5736,"Fire, Theft"
5737,"Theft, Accident"
5738,"Fire, Theft"
5739,"Medical, Fire"
5740,"Medical, Fire"
5741,"Theft, Accident"
5742,"Fire, Theft"
5743,"Fire, Theft"
5744,"Fire, Theft"
5745,"Fire, Natural Disaster"
5746,"Fire, Natural Disaster"
5747,"Medical, Fire"
5748,"Medical, Accident"
5749,"Fire, Theft"
5750,"Fire, Theft"
5751,"Theft, Accident"
5752,"Medical, Fire"
5753,"Fire, Theft"
5754,"Fire, Theft"
5755,"Fire, Natural Disaster"
5756,"Fire, Theft"
5757,"Theft, Accident"
5758,"Medical, Fire"
5759,"Medical, Fire"
5760,"Fire, Theft"
5761,"Fire, Theft"
5762,"Fire, Theft"
5763,"Theft, Accident"
5764,"Medical, Accident"
5765,"Fire, Theft"
5766,"Medical, Accident"
5767,"Medical, Fire"
5768,"Medical, Fire"
5769,"Fire, Natural Disaster"
5770,"Fire, Natural Disaster"
5771,"Fire, Theft"
5772,"Fire, Natural Disaster"
5773,"Medical, Fire"
5774,"Fire, Theft"
5775,"Fire, Theft"
5776,"Medical, Fire"
5777,"Medical, Fire"
5778,"Fire, Theft"
5779,"Medical, Accident"
5780,"Theft, Accident"
5781,"Medical, Accident"
5782,"Fire, Theft"
5783,"Medical, Accident"
5784,"Theft, Accident"
5785,"Medical, Fire"
5786,"Theft, Accident"
5787,"Theft, Accident"
5788,"Medical, Fire"
5789,"Theft, Accident"
5790,"Medical, Accident"
5791,"Fire, Theft"
5792,"Medical, Accident"
5793,"Theft, Accident"
5794,"Medical, Accident"
5795,"Fire, Theft"
5796,"Fire, Natural Disaster"
5797,"Fire, Theft"
5798,"Fire, Natural Disaster"
5799,"Medical, Fire"
5800,"Fire, Theft"
5801,"Fire, Natural Disaster"
5802,"Medical, Fire"
5803,"Fire, Theft"
5804,"Medical, Accident"
5805,"Medical, Fire"
5806,"Fire, Natural Disaster"
5807,"Fire, Theft"
5808,"Fire, Theft"
5809,"Theft, Accident"
5810,"Fire, Natural Disaster"
5811,"Fire, Theft"
5812,"Fire, Theft"
5813,"Fire, Natural Disaster"
5814,"Fire, Theft"
5815,"Medical, Accident"
5816,"Medical, Accident"
5817,"Fire, Theft"
5818,"Medical, Fire"
5819,"Theft, Accident"
5820,"Fire, Theft"
5821,"Medical, Accident"
5822,"Theft, Accident"
5823,"Fire, Natural Disaster"
5824,"Fire, Theft"
5825,"Medical, Accident"
5826,"Medical, Fire"
5827,"Medical, Fire"
5828,"Fire, Theft"
5829,"Theft, Accident"
5830,"Fire, Theft"
5831,"Fire, Theft"
5832,"Medical, Accident"
5833,"Medical, Fire"
5834,"Fire, Natural Disaster"
5835,"Theft, Accident"
5836,"Theft, Accident"
5837,"Medical, Accident"
5838,"Fire, Natural Disaster"
5839,"Fire, Theft"
5840,"Medical, Fire"
5841,"Medical, Accident"
5842,"Fire, Natural Disaster"
5843,"Fire, Natural Disaster"
5844,"Medical, Fire"
5845,"Theft, Accident"
5846,"Fire, Natural Disaster"
5847,"Fire, Natural Disaster"
5848,"Theft, Accident"
5849,"Fire, Natural Disaster"
5850,"Medical, Accident"
5851,"Medical, Fire"
5852,"Fire, Theft"
5853,"Medical, Accident"
5854,"Medical, Fire"
5855,"Fire, Theft"
5856,"Fire, Theft"
5857,"Fire, Natural Disaster"
5858,"Theft, Accident"
5859,"Medical, Fire"
5860,"Fire, Theft"
5861,"Fire, Natural Disaster"
5862,"Fire, Theft"
5863,"Medical, Fire"
5864,"Theft, Accident"
5865,"Medical, Accident"
5866,"Medical, Accident"
5867,"Medical, Accident"
5868,"Fire, Theft"
5869,"Theft, Accident"
5870,"Theft, Accident"
5871,"Fire, Theft"
5872,"Fire, Theft"
5873,"Medical, Accident"
5874,"Fire, Theft"
5875,"Theft, Accident"
5876,"Medical, Accident"
5877,"Theft, Accident"
5878,"Fire, Theft"
5879,"Fire, Natural Disaster"
5880,"Medical, Fire"
5881,"Fire, Natural Disaster"
5882,"Medical, Accident"
5883,"Fire, Natural Disaster"
5884,"Fire, Theft"
5885,"Fire, Natural Disaster"
5886,"Medical, Fire"
5887,"Theft, Accident"
5888,"Theft, Accident"
5889,"Theft, Accident"
5890,"Medical, Accident"
5891,"Theft, Accident"
5892,"Medical, Accident"
5893,"Fire, Natural Disaster"
5894,"Theft, Accident"
5895,"Fire, Theft"
5896,"Fire, Theft"
5897,"Medical, Accident"
5898,"Theft, Accident"
5899,"Theft, Accident"
5900,"Fire, Natural Disaster"
5901,"Fire, Theft"
5902,"Fire, Natural Disaster"
5903,"Medical, Fire"
5904,"Medical, Fire"
5905,"Medical, Fire"
5906,"Medical, Fire"
5907,"Theft, Accident"
5908,"Medical, Fire"
5909,"Medical, Fire"
5910,"Theft, Accident"
5911,"Fire, Natural Disaster"
5912,"Fire, Natural Disaster"
5913,"Medical, Fire"
5914,"Theft, Accident"
5915,"Medical, Fire"
5916,"Medical, Fire"
5917,"Medical, Fire"
5918,"Medical, Accident"
5919,"Fire, Theft"
5920,"Fire, Theft"
5921,"Theft, Accident"
5922,"Fire, Theft"
5923,"Medical, Fire"
5924,"Theft, Accident"
5925,"Fire, Natural Disaster"
5926,"Fire, Natural Disaster"
5927,"Theft, Accident"
5928,"Fire, Natural Disaster"
5929,"Medical, Accident"
5930,"Theft, Accident"
5931,"Theft, Accident"
5932,"Medical, Fire"
5933,"Theft, Accident"
5934,"Medical, Accident"
5935,"Medical, Accident"
5936,"Fire, Natural Disaster"
5937,"Fire, Theft"
5938,"Fire, Natural Disaster"
5939,"Medical, Accident"
5940,"Fire, Natural Disaster"
5941,"Fire, Natural Disaster"
5942,"Medical, Accident"
5943,"Theft, Accident"
5944,"Fire, Natural Disaster"
5945,"Theft, Accident"
5946,"Fire, Theft"
5947,"Theft, Accident"
5948,"Fire, Natural Disaster"
5949,"Fire, Theft"
5950,"Fire, Natural Disaster"
5951,"Fire, Theft"
5952,"Fire, Theft"
5953,"Fire, Theft"
5954,"Theft, Accident"
5955,"Theft, Accident"
5956,"Fire, Theft"
5957,"Medical, Accident"
5958,"Fire, Theft"
5959,"Fire, Natural Disaster"
5960,"Medical, Fire"
5961,"Fire, Natural Disaster"
5962,"Medical, Accident"
5963,"Theft, Accident"
5964,"Fire, Theft"
5965,"Medical, Fire"
5966,"Fire, Natural Disaster"
5967,"Fire, Theft"
5968,"Fire, Theft"
5969,"Fire, Theft"
5970,"Fire, Natural Disaster"
5971,"Fire, Natural Disaster"
5972,"Medical, Fire"
5973,"Medical, Fire"
5974,"Fire, Theft"
5975,"Theft, Accident"
5976,"Fire, Theft"
5977,"Fire, Natural Disaster"
5978,"Medical, Accident"
5979,"Medical, Fire"
5980,"Medical, Accident"
5981,"Fire, Theft"
5982,"Fire, Natural Disaster"
5983,"Fire, Natural Disaster"
5984,"Medical, Accident"
5985,"Medical, Accident"
5986,"Medical, Fire"
5987,"Fire, Theft"
5988,"Fire, Theft"
5989,"Theft, Accident"
5990,"Medical, Accident"
5991,"Medical, Accident"
5992,"Medical, Accident"
5993,"Medical, Accident"
5994,"Medical, Fire"
5995,"Medical, Accident"
5996,"Medical, Accident"
5997,"Medical, Accident"
5998,"Medical, Fire"
5999,"Medical, Accident"
6000,"Theft, Accident"
6001,"Fire, Theft"
6002,"Medical, Fire"
6003,"Theft, Accident"
6004,"Fire, Natural Disaster"
6005,"Theft, Accident"
6006,"Medical, Accident"
6007,"Medical, Fire"
6008,"Medical, Accident"
6009,"Theft, Accident"
6010,"Medical, Fire"
6011,"Medical, Fire"
6012,"Medical, Fire"
6013,"Theft, Accident"
6014,"Fire, Theft"
6015,"Fire, Theft"
6016,"Theft, Accident"
6017,"Fire, Theft"
6018,"Fire, Theft"
6019,"Medical, Fire"
6020,"Theft, Accident"
6021,"Fire, Natural Disaster"
6022,"Medical, Fire"
6023,"Fire, Theft"
6024,"Medical, Accident"
6025,"Theft, Accident"
6026,"Fire, Theft"
6027,"Fire, Theft"
6028,"Medical, Accident"
6029,"Theft, Accident"
6030,"Fire, Theft"
6031,"Theft, Accident"
6032,"Medical, Accident"
6033,"Theft, Accident"
6034,"Fire, Natural Disaster"
6035,"Medical, Accident"
6036,"Medical, Accident"
6037,"Medical, Fire"
6038,"Medical, Fire"
6039,"Medical, Accident"
6040,"Fire, Theft"
6041,"Fire, Natural Disaster"
6042,"Theft, Accident"
6043,"Fire, Theft"
6044,"Theft, Accident"
6045,"Fire, Natural Disaster"
6046,"Medical, Fire"
6047,"Fire, Theft"
6048,"Medical, Fire"
6049,"Fire, Natural Disaster"
6050,"Medical, Fire"
6051,"Medical, Accident"
6052,"Fire, Theft"
6053,"Medical, Accident"
6054,"Medical, Fire"
6055,"Fire, Theft"
6056,"Fire, Theft"
6057,"Fire, Theft"
6058,"Theft, Accident"
6059,"Fire, Theft"
6060,"Medical, Fire"
6061,"Theft, Accident"
6062,"Theft, Accident"
6063,"Medical, Accident"
6064,"Theft, Accident"
6065,"Fire, Theft"
6066,"Medical, Fire"
6067,"Theft, Accident"
6068,"Medical, Accident"
6069,"Medical, Fire"
6070,"Fire, Theft"
6071,"Theft, Accident"
6072,"Theft, Accident"
6073,"Fire, Natural Disaster"
6074,"Medical, Fire"
6075,"Fire, Natural Disaster"
6076,"Fire, Natural Disaster"
6077,"Theft, Accident"
6078,"Medical, Accident"
6079,"Medical, Fire"
6080,"Fire, Theft"
6081,"Medical, Accident"
6082,"Fire, Theft"
6083,"Medical, Fire"
6084,"Medical, Fire"
6085,"Medical, Fire"
6086,"Medical, Accident"
6087,"Fire, Theft"
6088,"Fire, Natural Disaster"
6089,"Medical, Accident"
6090,"Theft, Accident"
6091,"Fire, Natural Disaster"
6092,"Medical, Fire"
6093,"Fire, Theft"
6094,"Medical, Accident"
6095,"Fire, Natural Disaster"
6096,"Medical, Fire"
6097,"Medical, Fire"
6098,"Fire, Theft"
6099,"Medical, Accident"
6100,"Fire, Theft"
6101,"Medical, Accident"
6102,"Medical, Fire"
6103,"Fire, Natural Disaster"
6104,"Theft, Accident"
6105,"Medical, Accident"
6106,"Fire, Natural Disaster"
6107,"Medical, Fire"
6108,"Medical, Fire"
6109,"Fire, Theft"
6110,"Theft, Accident"
6111,"Theft, Accident"
6112,"Medical, Fire"
6113,"Theft, Accident"
6114,"Theft, Accident"
6115,"Fire, Natural Disaster"
6116,"Theft, Accident"
6117,"Medical, Fire"
6118,"Medical, Fire"
6119,"Theft, Accident"
6120,"Fire, Theft"
6121,"Medical, Fire"
6122,"Theft, Accident"
6123,"Medical, Accident"
6124,"Medical, Fire"
6125,"Fire, Theft"
6126,"Fire, Natural Disaster"
6127,"Medical, Fire"
6128,"Fire, Natural Disaster"
6129,"Medical, Fire"
6130,"Fire, Theft"
6131,"Theft, Accident"
6132,"Theft, Accident"
6133,"Medical, Accident"
6134,"Medical, Fire"
6135,"Medical, Fire"
6136,"Medical, Fire"
6137,"Fire, Natural Disaster"
6138,"Fire, Theft"
6139,"Fire, Natural Disaster"
6140,"Fire, Theft"
6141,"Fire, Theft"
6142,"Fire, Natural Disaster"
6143,"Theft, Accident"
6144,"Fire, Natural Disaster"
6145,"Fire, Natural Disaster"
6146,"Medical, Accident"
6147,"Medical, Accident"
6148,"Fire, Natural Disaster"
6149,"Theft, Accident"
6150,"Theft, Accident"
6151,"Fire, Natural Disaster"
6152,"Fire, Theft"
6153,"Fire, Theft"
6154,"Fire, Natural Disaster"
6155,"Theft, Accident"
6156,"Medical, Accident"
6157,"Fire, Natural Disaster"
6158,"Fire, Natural Disaster"
6159,"Fire, Theft"
6160,"Medical, Accident"
6161,"Fire, Natural Disaster"
6162,"Medical, Fire"
6163,"Fire, Theft"
6164,"Theft, Accident"
6165,"Medical, Fire"
6166,"Medical, Fire"
6167,"Fire, Theft"
6168,"Medical, Accident"
6169,"Theft, Accident"
6170,"Medical, Accident"
6171,"Fire, Theft"
6172,"Medical, Fire"
6173,"Theft, Accident"
6174,"Medical, Accident"
6175,"Fire, Natural Disaster"
6176,"Fire, Natural Disaster"
6177,"Medical, Fire"
6178,"Medical, Fire"
6179,"Medical, Accident"
6180,"Medical, Fire"
6181,"Fire, Natural Disaster"
6182,"Theft, Accident"
6183,"Theft, Accident"
6184,"Theft, Accident"
6185,"Fire, Natural Disaster"
6186,"Fire, Natural Disaster"
6187,"Medical, Accident"
6188,"Theft, Accident"
6189,"Fire, Theft"
6190,"Medical, Fire"
6191,"Theft, Accident"
6192,"Medical, Accident"
6193,"Medical, Accident"
6194,"Medical, Accident"
6195,"Theft, Accident"
6196,"Medical, Accident"
6197,"Medical, Accident"
6198,"Theft, Accident"
6199,"Medical, Fire"
6200,"Fire, Theft"
6201,"Fire, Theft"
6202,"Theft, Accident"
6203,"Fire, Theft"
6204,"Fire, Natural Disaster"
6205,"Medical, Accident"
6206,"Theft, Accident"
6207,"Fire, Theft"
6208,"Theft, Accident"
6209,"Theft, Accident"
6210,"Medical, Accident"
6211,"Fire, Natural Disaster"
6212,"Medical, Fire"
6213,"Fire, Theft"
6214,"Theft, Accident"
6215,"Medical, Fire"
6216,"Theft, Accident"
6217,"Theft, Accident"
6218,"Fire, Natural Disaster"
6219,"Theft, Accident"
6220,"Medical, Fire"
6221,"Fire, Theft"
6222,"Fire, Natural Disaster"
6223,"Medical, Accident"
6224,"Fire, Natural Disaster"
6225,"Medical, Fire"
6226,"Fire, Natural Disaster"
6227,"Fire, Theft"
6228,"Medical, Accident"
6229,"Theft, Accident"
6230,"Medical, Accident"
6231,"Theft, Accident"
6232,"Fire, Natural Disaster"
6233,"Fire, Theft"
6234,"Medical, Accident"
6235,"Medical, Accident"
6236,"Medical, Accident"
6237,"Medical, Accident"
6238,"Medical, Fire"
6239,"Theft, Accident"
6240,"Medical, Fire"
6241,"Theft, Accident"
6242,"Theft, Accident"
6243,"Medical, Accident"
6244,"Medical, Accident"
6245,"Fire, Theft"
6246,"Theft, Accident"
6247,"Medical, Fire"
6248,"Medical, Accident"
6249,"Medical, Fire"
6250,"Fire, Natural Disaster"
6251,"Medical, Accident"
6252,"Fire, Theft"
6253,"Theft, Accident"
6254,"Fire, Theft"
6255,"Medical, Accident"
6256,"Medical, Fire"
6257,"Fire, Natural Disaster"
6258,"Fire, Natural Disaster"
6259,"Medical, Accident"
6260,"Medical, Fire"
6261,"Medical, Fire"
6262,"Fire, Theft"
6263,"Fire, Natural Disaster"
6264,"Medical, Accident"
6265,"Fire, Theft"
6266,"Fire, Natural Disaster"
6267,"Theft, Accident"
6268,"Medical, Accident"
6269,"Medical, Fire"
6270,"Medical, Accident"
6271,"Medical, Accident"
6272,"Fire, Theft"
6273,"Theft, Accident"
6274,"Fire, Theft"
6275,"Fire, Natural Disaster"
6276,"Fire, Natural Disaster"
6277,"Medical, Fire"
6278,"Medical, Accident"
6279,"Fire, Theft"
6280,"Theft, Accident"
6281,"Medical, Accident"
6282,"Medical, Fire"
6283,"Medical, Accident"
6284,"Fire, Natural Disaster"
6285,"Fire, Natural Disaster"
6286,"Medical, Fire"
6287,"Medical, Accident"
6288,"Fire, Natural Disaster"
6289,"Fire, Theft"
6290,"Fire, Natural Disaster"
6291,"Medical, Accident"
6292,"Medical, Accident"
6293,"Theft, Accident"
6294,"Fire, Theft"
6295,"Medical, Accident"
6296,"Fire, Theft"
6297,"Medical, Accident"
6298,"Medical, Fire"
6299,"Medical, Accident"
6300,"Medical, Fire"
6301,"Fire, Theft"
6302,"Theft, Accident"
6303,"Medical, Fire"
6304,"Theft, Accident"
6305,"Fire, Theft"
6306,"Medical, Accident"
6307,"Medical, Accident"
6308,"Fire, Theft"
6309,"Fire, Natural Disaster"
6310,"Fire, Theft"
6311,"Medical, Fire"
6312,"Fire, Theft"
6313,"Fire, Theft"
6314,"Medical, Fire"
6315,"Medical, Accident"
6316,"Medical, Accident"
6317,"Medical, Accident"
6318,"Theft, Accident"
6319,"Medical, Fire"
6320,"Medical, Accident"
6321,"Fire, Natural Disaster"
6322,"Medical, Fire"
6323,"Fire, Natural Disaster"
6324,"Fire, Theft"
6325,"Medical, Fire"
6326,"Fire, Theft"
6327,"Fire, Theft"
6328,"Fire, Theft"
6329,"Fire, Theft"
6330,"Medical, Accident"
6331,"Medical, Fire"
6332,"Theft, Accident"
6333,"Fire, Natural Disaster"
6334,"Fire, Theft"
6335,"Fire, Natural Disaster"
6336,"Medical, Accident"
6337,"Medical, Accident"
6338,"Theft, Accident"
6339,"Fire, Natural Disaster"
6340,"Theft, Accident"
6341,"Fire, Natural Disaster"
6342,"Fire, Theft"
6343,"Medical, Fire"
6344,"Theft, Accident"
6345,"Theft, Accident"
6346,"Medical, Fire"
6347,"Theft, Accident"
6348,"Fire, Theft"
6349,"Fire, Natural Disaster"
6350,"Medical, Fire"
6351,"Medical, Fire"
6352,"Medical, Accident"
6353,"Medical, Accident"
6354,"Fire, Theft"
6355,"Theft, Accident"
6356,"Theft, Accident"
6357,"Medical, Accident"
6358,"Medical, Accident"
6359,"Medical, Accident"
6360,"Fire, Theft"
6361,"Fire, Natural Disaster"
6362,"Fire, Natural Disaster"
6363,"Fire, Natural Disaster"
6364,"Medical, Fire"
6365,"Fire, Theft"
6366,"Theft, Accident"
6367,"Theft, Accident"
6368,"Fire, Natural Disaster"
6369,"Theft, Accident"
6370,"Fire, Natural Disaster"
6371,"Theft, Accident"
6372,"Medical, Accident"
6373,"Fire, Natural Disaster"
6374,"Fire, Theft"
6375,"Fire, Theft"
6376,"Medical, Fire"
6377,"Theft, Accident"
6378,"Theft, Accident"
6379,"Medical, Accident"
6380,"Medical, Fire"
6381,"Fire, Theft"
6382,"Fire, Theft"
6383,"Fire, Natural Disaster"
6384,"Fire, Natural Disaster"
6385,"Fire, Natural Disaster"
6386,"Fire, Natural Disaster"
6387,"Fire, Natural Disaster"
6388,"Theft, Accident"
6389,"Fire, Theft"
6390,"Theft, Accident"
6391,"Medical, Accident"
6392,"Fire, Natural Disaster"
6393,"Fire, Natural Disaster"
6394,"Fire, Theft"
6395,"Medical, Accident"
6396,"Fire, Theft"
6397,"Medical, Fire"
6398,"Medical, Accident"
6399,"Medical, Fire"
6400,"Fire, Theft"
6401,"Theft, Accident"
6402,"Fire, Natural Disaster"
6403,"Medical, Fire"
